experiment_id,anomaly_type_cls,anomaly_location_cls,t_cls_accuracy,t_cls_f1_score_micro,t_cls_f1_score_macro,l_cls_accuracy,l_cls_f1_score_micro,l_cls_f1_score_macro,fr_bleu_score,fr_meteor_score,fr_bert_score_F1,fr_bert_score_P,fr_bert_score_R,fr_rouge_score_F1,fr_rouge_score_P,fr_rouge_score_R
pkt_delay_medium-f1-u_dl-itr_4,Network Packet Loss,F1-u interface,0.0,0.0,0.0,1.0,1.0,1.0,0.23343316547959486,0.4353614009578277,0.5714305639266968,0.5971202254295349,0.5445979237556458,0.38160136342048645,0.39024388790130615,0.3733333349227905
pkt_delay_low-e2_upstream-itr_1,Network Latency,E2 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.14953621047878848,0.37363045341892376,0.3541257381439209,0.34550559520721436,0.360664427280426,0.2927580773830414,0.27377521991729736,0.31456953287124634
pkt_loss_high-a1_downstream-itr_1,Network Packet Loss,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.9534834997147257,0.9729703460568018,0.9999996423721313,0.9999996423721313,0.9999996423721313,0.9785407781600952,0.9855907559394836,0.9715909361839294
pkt_delay_high-a1_downstream-itr_4,Network Latency,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.23762160271312735,0.38296773392303346,0.4485517144203186,0.46534693241119385,0.4300778806209564,0.3423680365085602,0.3361344635486603,0.3488371968269348
pkt_delay_medium-f1-u_dl-itr_3,Network Packet Loss,F1-u interface,0.0,0.0,0.0,1.0,1.0,1.0,0.05127870505002737,0.2590019499618478,0.013583668507635593,0.043277300894260406,-0.018926022574305534,0.156390979886055,0.1424657553434372,0.1733333319425583
pkt_loss_medium-a1_downstream-itr_1,Network Packet Loss,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.3141922915905453,0.49815644362898687,0.5356089472770691,0.516884982585907,0.5529391169548035,0.4737631380558014,0.5015873312950134,0.4488636255264282
pkt_loss_low-a1_downstream-itr_1,Network Packet Loss,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.27482505062817053,0.4433669077012957,0.5231049060821533,0.5192204117774963,0.5254405736923218,0.4211994409561157,0.41369864344596863,0.42897728085517883
pkt_delay_low-a1_downstream-itr_5,Network Latency,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.1842681195952192,0.3556915198010298,0.35497474670410156,0.4047854542732239,0.3040289282798767,0.30368098616600037,0.3214285671710968,0.2877906858921051
pkt_loss_100-a1_downstream-itr_1,Network Packet Loss,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.25025968095634354,0.5076088945310872,0.5139721632003784,0.49152329564094543,0.5350112915039062,0.42737430334091187,0.42032966017723083,0.43465909361839294
pkt_delay_high-a1_downstream-itr_3,Network Packet Loss,A1 interface,0.0,0.0,0.0,1.0,1.0,1.0,0.18104874468674054,0.33463392476229975,0.39507806301116943,0.4423769414424896,0.34667322039604187,0.2764976918697357,0.2931596040725708,0.2616279125213623
pkt_delay_high-f1-u_dl-itr_2,Network Latency,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.29197137690395064,0.49166297848018947,0.6005741953849792,0.5999448895454407,0.5999037623405457,0.4215530753135681,0.40181270241737366,0.44333332777023315
pkt_loss_100-e2_upstream-itr_1,Network Packet Loss,E2 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.14783932457325566,0.39488872933408753,0.4237993061542511,0.40429091453552246,0.4415604770183563,0.3029259741306305,0.2536022961139679,0.3760683834552765
pkt_loss_medium-f1-c_dl-itr_1,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.26059604079838433,0.44166699395126613,0.48839473724365234,0.45791324973106384,0.5175362229347229,0.4075234830379486,0.3987730145454407,0.4166666567325592
pkt_loss_low-f1-u_dl-itr_1,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.14483139627022523,0.40894468698700276,0.45048317313194275,0.45537084341049194,0.44381973147392273,0.35331228375434875,0.32463768124580383,0.387543261051178
pkt_loss_100-f1-u_dl-itr_3,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.1088343693100155,0.2861322953441135,0.2752841114997864,0.28665944933891296,0.2616110146045685,0.2384105920791626,0.22857142984867096,0.24913494288921356
pkt_loss_high-e2_upstream-itr_4,Network Packet Loss,E2 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.18947099074985152,0.4291619974829814,0.4116763174533844,0.3954995274543762,0.4260241985321045,0.33523809909820557,0.3024055063724518,0.3760683834552765
pkt_loss_100-f1-c_dl-itr_1,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.24371692319909036,0.4782009821535514,0.5374418497085571,0.527519702911377,0.5458890199661255,0.41455698013305664,0.40937501192092896,0.41987180709838867
pkt_loss_high-f1-u_dl-itr_4,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.16721780142824438,0.3544185396313777,0.49045225977897644,0.5036919116973877,0.47562769055366516,0.3344370722770691,0.3206349313259125,0.3494809567928314
pkt_loss_low-f1-c_dl-itr_4,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.2831435751363736,0.43062057738906256,0.40220874547958374,0.4203631281852722,0.38224658370018005,0.4041604697704315,0.3767313063144684,0.43589743971824646
pkt_loss_high-e2_upstream-itr_3,Network Packet Loss,F1-u interface,1.0,1.0,1.0,0.0,0.0,0.0,0.30431405298666253,0.6075400734032405,0.5398638844490051,0.5497337579727173,0.5285381078720093,0.46268656849861145,0.41059601306915283,0.5299145579338074
pkt_loss_low-f1-c_dl-itr_3,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.20014151609988148,0.4739581057110923,0.45704880356788635,0.46286502480506897,0.4494817852973938,0.3788546323776245,0.34959349036216736,0.4134615361690521
pkt_delay_low-a1_downstream-itr_1,Network Latency,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.1964137496780275,0.36285983041753217,0.3944730758666992,0.4538819193840027,0.33443719148635864,0.33030304312705994,0.34493669867515564,0.31686046719551086
pkt_loss_medium-f1-c_dl-itr_2,Network Packet Loss,F1-c interface,1.0,1.0,1.0,1.0,1.0,1.0,0.21704056377998598,0.3881994327479607,0.360066294670105,0.37777599692344666,0.3404073417186737,0.3455149829387665,0.35862070322036743,0.3333333432674408
pkt_loss_low-f1-u_dl-itr_5,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.16921513047210468,0.4094021145890499,0.559334397315979,0.5611463785171509,0.5560904145240784,0.36305731534957886,0.3362831771373749,0.3944636583328247
pkt_delay_high-a1_downstream-itr_1,Network Latency,A1 interface,1.0,1.0,1.0,1.0,1.0,1.0,0.8462230572240547,0.9540384941142099,0.7415829300880432,0.7685186862945557,0.7140690088272095,0.9196675419807434,0.8783068656921387,0.9651162624359131
pkt_loss_low-f1-u_dl-itr_3,Network Packet Loss,F1-u interface,1.0,1.0,1.0,1.0,1.0,1.0,0.21598715094590332,0.433907263732699,0.5084186792373657,0.51540207862854,0.4998584985733032,0.3771626353263855,0.3771626353263855,0.3771626353263855
